Hijri year,Month,Date,Seen?,Method,Clouds,Location,Lat,Lon
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1443,2,07-Sep-21,Not_seen,Naked-eye,Clear,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1443,2,07-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Southampton, Hampshire (UK)",50.90395,-1.40428
1443,2,07-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"Tonteg, Wales (UK)",51.5679,-3.308
1443,2,07-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Clear,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,2,08-Sep-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,2,08-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,2,08-Sep-21,Not_seen,Naked-eye,Partly_Cloudy,"Grange-over-Sands, Cumbria (UK)",54.18508,-2.92488
1443,2,08-Sep-21,Not_seen,Naked-eye,Totally_Cloudy,"High Wycombe, Buckinghamshire (UK)",51.62907,-0.74934
1443,2,08-Sep-21,Seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Belfast, Northern Ireland (UK)",54.59682,-5.92541
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Caerphilly, Wales (UK)",51.57605,-3.22034
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Caerphilly, Wales (UK)",51.57605,-3.22034
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars_and/or_Telescope,Partly_Cloudy,"Cape Cornwall, Cornwall (UK)",50.1333,-5.7
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Coalville, Leicestershire (UK)",52.72247,-1.3702
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Derby, Derbyshire (UK)",52.92277,-1.47663
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"High Wycombe, Buckinghamshire (UK)",51.62907,-0.74934
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Marske, Teeside (UK)",54.591,1.019
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Redcar, Teeside (UK)",54.618,-1.069
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Slough, Berkshire (UK)",51.50949,-0.59541
1443,3,07-Oct-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1443,3,07-Oct-21,Not_seen,Naked-eye,Partly_Cloudy,"Surbiton, Greater London (UK)",51.39148,-0.29825
1443,3,07-Oct-21,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Blackpool, Lancashire (UK)",53.81667,-3.05
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,4,06-Nov-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Coventry, West Midlands (UK)",52.40656,-1.51217
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"St Andrews, Scotland (UK)",56.33871,-2.79902
1443,4,06-Nov-21,Not_seen,Naked-eye,Partly_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1443,4,06-Nov-21,Not_seen,Naked-eye,Totally_Cloudy,"Walsall, West Midlands (UK)",52.58528,-1.98396
1443,4,06-Nov-21,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,5,06-Dec-21,Seen,Naked-eye,Clear,"Aberdeen, Scotland (UK)",57.14369,-2.09814
1443,6,04-Jan-22,Seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,7,01-Feb-22,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,7,01-Feb-22,Not_seen,Naked-eye,Clear,"Hounslow, Greater London (UK)",51.46839,-0.36092
1443,7,01-Feb-22,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1443,7,01-Feb-22,Not_seen,Naked-eye,Totally_Cloudy,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1443,7,01-Feb-22,Not_seen,Naked-eye,Partly_Cloudy,"Southampton, Hampshire (UK)",50.90395,-1.40428
1443,7,01-Feb-22,Not_seen,Naked-eye,Clear,"Surbiton, Greater London (UK)",51.39148,-0.29825
1443,7,01-Feb-22,Not_seen,Naked-eye,Partly_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,7,02-Feb-22,Seen,Naked-eye,Partly_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Caerphilly, Wales (UK)",51.57605,-3.22034
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1443,8,03-Mar-22,Not_seen,Binoculars,Totally_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Leicester, Leicestershire (UK)",52.6386,-1.13169
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Maidenhead, Berkshire (UK)",51.52279,-0.71986
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Maidenhead, Berkshire (UK)",51.52279,-0.71986
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1443,8,03-Mar-22,Not_seen,Naked-eye,Totally_Cloudy,"Southampton, Hampshire (UK)",50.90395,-1.40428
1443,8,03-Mar-22,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,UK (UK),54.75844,-2.69531
1443,8,03-Mar-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,8,04-Mar-22,Seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,9,02-Apr-22,Seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Bedford, Bedfordshire (UK)",52.13459,-0.46632
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Belfast, Northern Ireland (UK)",54.59682,-5.92541
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Bradford, West Yorkshire (UK)",53.79391,-1.75206
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Bradford, West Yorkshire (UK)",53.79391,-1.75206
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Coalville, Leicestershire (UK)",52.72247,-1.3702
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,10,01-May-22,Not_seen,Naked-eye,Partly_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Fleetwood, Lancashire (UK)",53.92527,-3.01085
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Hounslow, Greater London (UK)",51.46839,-0.36092
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Leicester, Leicestershire (UK)",52.6386,-1.13169
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Nelson, Lancashire (UK)",53.83333,-2.2
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Newcastle-upon-Tyne, Tyne and Wear (UK)",54.97328,-1.61396
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Preston, Lancashire (UK)",53.76282,-2.70452
1443,10,01-May-22,Not_seen,Naked-eye,Partly_Cloudy,"Richmond-upon-Thames, Surrey (UK)",51.46879,-0.31285
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1443,10,01-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Southampton, Hampshire (UK)",50.90395,-1.40428
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Swansea, Wales (UK)",51.62079,-3.94323
1443,10,01-May-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,10,02-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,10,02-May-22,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1443,10,02-May-22,Seen,Naked-eye,Clear,"Helston, Cornwall (UK)",50.10319,-5.27045
1443,11,31-May-22,Seen,Naked-eye,Partly_Cloudy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1443,12,29-Jun-22,Not_seen,Naked-eye_and/or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1443,12,29-Jun-22,Not_seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1443,12,29-Jun-22,Not_seen,Naked-eye,Partly_Cloudy,"Hounslow, Greater London (UK)",51.46839,-0.36092
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Maidenhead, Berkshire (UK)",51.52279,-0.71986
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Nelson, Lancashire (UK)",53.83333,-2.2
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"Preston, Lancashire (UK)",53.76282,-2.70452
1443,12,29-Jun-22,Not_seen,Naked-eye,Partly_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1443,12,29-Jun-22,Not_seen,Naked-eye,Partly_Cloudy,"Walsall, West Midlands (UK)",52.58528,-1.98396
1443,12,29-Jun-22,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1443,12,30-Jun-22,Seen,Naked-eye_and/or_Binoculars,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,1,30-Jul-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,1,30-Jul-22,Seen,Naked-eye,Partly_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1444,2,29-Jul-22,Not_seen,Naked-eye,Partly_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1444,2,27-Aug-22,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,2,27-Aug-22,Not_seen,Naked-eye,Partly_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1444,2,28-Aug-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,2,28-Aug-22,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,2,28-Aug-22,Not_seen,Naked-eye_or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK)",51.62127,0.30556
1444,2,28-Aug-22,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1444,2,28-Aug-22,Not_seen,Naked-eye,Totally_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1444,2,28-Aug-22,Not_seen,Naked-eye,Totally_Cloudy,"Glasgow, Scotland (UK)",55.86515,-4.25763
1444,3,27-Sep-22,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,3,27-Sep-22,Not_seen,Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,3,27-Sep-22,Seen,Naked-eye,Partly_Cloudy,"Leicester, Leicestershire (UK)",52.6386,-1.13169
1444,4,27-Oct-22,Not_seen,Naked-eye_or_Binoculars,Partly_Cloudy,"Batley, West Yorkshire (UK)",53.70291,-1.6337
1444,4,27-Oct-22,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,4,27-Oct-22,Not_seen,Naked-eye,Partly_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1444,4,27-Oct-22,Not_seen,Naked-eye,Totally_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1444,4,27-Oct-22,Not_seen,Naked-eye_or_Binoculars,Totally_Cloudy,"Chorley, Lancashire (UK)",53.65,-2.61667
1444,4,27-Oct-22,Not_seen,Naked-eye,Partly_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1444,5,25-Nov-22,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,5,25-Nov-22,Seen,Binoculars,Clear,"Brentwood, Essex (UK)",51.62127,0.30556
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Croydon, Greater London (UK)",51.38333,-0.1
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Dewsbury, West Yorkshire (UK)",53.69076,-1.62907
1444,6,24-Dec-22,Not_seen,Naked-eye,Partly_Cloudy,"High Wycombe, Buckinghamshire (UK)",51.62907,-0.74934
1444,6,24-Dec-22,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1444,6,24-Dec-22,Not_seen,Naked-eye,Partly_Cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1444,6,24-Dec-22,Not_seen,Naked-eye,Totally_Cloudy,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Slough, Berkshire (UK)",51.50949,-0.59541
1444,6,24-Dec-22,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1444,7,23-Jan-23,Seen,Binoculars_and_Naked-eye,Partly_Cloudy,"Batley, West Yorkshire (UK)",53.70291,-1.6337
1444,8,21-Feb-23,Seen,Naked-eye,Partly_Cloudy,"Manchester, Greater Manchester (UK)",53.45,-2.23333
1444,9,22-Mar-23,Not_seen,Binoculars_or_Naked-eye,Rainy,"Birmingham, West Midlands (UK)",52.48142,-1.89983
1444,9,22-Mar-23,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,9,22-Mar-23,Not_seen,Naked-eye,Totally_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,9,22-Mar-23,Not_seen,Naked-eye,Partly_Cloudy,"Bradford, West Yorkshire (UK)",53.79391,-1.75206
1444,9,22-Mar-23,Seen,Binoculars_and_Naked-eye,Partly_Cloudy,"Cambridge, Cambridgeshire (UK)",52.2,0.11667
1444,10,21-Apr-23,Seen,Naked-eye,Clear,"Ashbourne, Derbyshire (UK)",53.01667,-1.73333
1444,11,20-May-23,Not_seen,Naked-eye,Partly_Cloudy,"Manchester, Greater Manchester (UK)",53.45,-2.23333
1444,11,20-May-23,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1444,11,20-May-23,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,11,20-May-23,Not_seen,Binoculars_or_Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1444,11,20-May-23,Seen,Naked-eye,Partly_Cloudy,"Bristol, Bristol (UK)",51.45523,-2.59665
1444,12,19-Jun-23,Seen,Naked-eye_and_Binoculars,Partly_Cloudy,"Batley, West Yorkshire (UK)",53.70291,-1.6337
1445,1,19-Jul-23,Seen,Naked-eye,Clear,"Manchester, Greater Manchester (UK)",53.45,-2.23333
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1445,2,17-Aug-23,Not_seen,Binoculars_or_Naked-eye,Partly_cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Chorley, Lancashire (UK)",53.65,-2.61667
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
1445,2,17-Aug-23,Not_seen,Naked-eye,Totally_cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1445,2,17-Aug-23,Seen,Naked-eye,Partly_cloudy,"Fleetwood, Lancashire (UK)",53.922,3.012
1445,2,17-Aug-23,Not_seen,Naked-eye,Totally_cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1445,2,17-Aug-23,Not_seen,Naked-eye,Totally_cloudy,"Redcar, Teeside (UK)",54.618,-1.069
1445,2,17-Aug-23,Not_seen,Naked-eye,Totally_cloudy,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Surbiton, Greater London (UK)",51.39148,-0.29825
1445,2,17-Aug-23,Not_seen,Binoculars_or_Naked-eye,Partly_cloudy,"Whitehaven, Cumbria (UK)",54.548,-3.5855
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Woking, Surrey (UK)",51.320278, -0.556667
1445,2,17-Aug-23,Not_seen,Naked-eye,Partly_cloudy,"Worton, Wiltshire (UK)",51.316,-2.037
1445,2,17-Aug-23,Not_seen,Binoculars_or_Naked-eye,Totally_cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"Edinburgh, Scotland (UK)",55.95206,-3.19648
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"Middlesbrough, Teesside (UK)",54.5767,-1.2355
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"London, Greater London (UK)",51.50853,-0.12574
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"Surbiton, Greater London (UK)",51.39148,-0.29825
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"Worton, Wiltshire (UK)",51.316,-2.037
1445,2,18-Aug-23,Not_seen,Naked-eye,Totally_Cloudy,"York, North Yorkshire (UK)",53.95763,-1.08271
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Blackburn, Lancashire (UK)",53.75,-2.48333
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Bolton, Greater Manchester (UK)",53.58333,-2.43333
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Brentwood, Essex (UK) ",51.62,0.305
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Cardiff, Wales (UK)",51.48,-3.18
1445,3,15-Sep-23,Not_seen,Naked-eye,Totally_Cloudy,"Stockton-on-Tees, Teeside (UK)",54.57,-1.32
1445,3,15-Sep-23,Not_seen,Binoculars,Totally_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Nuneaton, Warwickshire (UK)",52.52323,-1.46523
1445,3,15-Sep-23,Not_seen,Naked-eye,Clear,"Portsmouth, Hampshire (UK)",50.79899,-1.09125
1445,3,15-Sep-23,Not_seen,Naked-eye,Totally_Cloudy,"Saltburn-by-the-sea, Teeside (UK)",54.5828,0.9732
1445,3,15-Sep-23,Not_seen,Naked-eye,Partly_Cloudy,"Leeds, West Yorkshire (UK)",53.79648,-1.54785
1445,3,16-Sep-23,Not_seen,Naked-eye_or_Binoculars,Totally_Cloudy,"Brentwood, Essex (UK) ",51.62,0.305
1445,3,16-Sep-23,Not_seen,Naked-eye,Totally_Cloudy,"Cradley Heath, West Midlands (UK)",52.47214,-2.08212
