Index,Islamic Month,Date,City,State,Country,Obs Time,Cloud Level,Atmosphere,Visibility,V Eye,V Binocular,V Telescope,V CCD
2,raa42,Sat 17 October 2020 ,حاسي بحبح ,الجلفة,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
3,raa42,Sat 17 October 2020 ,Sydney,NSW,Australia ,After sunset,totally cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
4,raa42,Sat 17 October 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Seen,not seen,not sought,seen,seen
5,raa42,Sat 17 October 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
6,raa42,Sat 17 October 2020 ,عيسى,الجنوبية,Bahrain ,After sunset,clear,superb,Seen,not seen,not sought,seen,seen
7,raa42,Sat 17 October 2020 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
8,raa42,Sat 17 October 2020 ,Sarbogard,Fejer,Hungary ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
9,raa42,Sat 17 October 2020 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
10,raa42,Sat 17 October 2020 ,Ponorogo,Jawa Timur,Indonesia ,After sunset,partly cloudy,clear,Photographed,not seen,not sought,not sought,seen
11,raa42,Sat 17 October 2020 ,Medan,North Sumatera,Indonesia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
12,raa42,Sat 17 October 2020 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Seen,seen,seen,not sought,not sought
13,raa42,Sat 17 October 2020 ,إربد,إربد,Jordan ,After sunset,clear,clear,Seen,seen,seen,seen,not sought
14,raa42,Sat 17 October 2020 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,After sunset,partly cloudy,clear,Photographed,not sought,not seen,not sought,seen
15,raa42,Sat 17 October 2020 ,Telok Kemang Observatory,Negeri Sembilan,Malaysia ,Before sunset,partly cloudy,clear,Photographed,not seen,not sought,not sought,seen
16,raa42,Sat 17 October 2020 ,الناظور,الشرق,Morocco ,After sunset,partly cloudy,clear,Seen by others,seen,not sought,not sought,not sought
17,raa42,Sat 17 October 2020 ,rabat,-- Select One --,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,raa42,Sat 17 October 2020 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
19,raa42,Sat 17 October 2020 ,Kathmandu,Bagmati,Nepal ,After sunset,clear,very hazy,Not Seen,not seen,not seen,not sought,not sought
20,raa42,Sat 17 October 2020 ,الظهران,الشرقيه,Saudi Arabia ,After sunset,clear,hazy,Not Seen,not seen,not seen,not sought,not sought
21,raa42,Sat 17 October 2020 ,أملج ,أملج ,Saudi Arabia ,After sunset,clear,clear,Photographed,not seen,not sought,not sought,seen
22,raa42,Sat 17 October 2020 ,Daressalaam ,Tanzania,Tanzania ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
23,raa42,Sat 17 October 2020 ,Abu Dhabi,Choose a,United Arab Emirates ,Before sunset,clear,superb,Photographed,not sought,not sought,not sought,seen
24,raa42,Sat 17 October 2020 ,York,North Yorkshire,United Kingdom ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
25,raa42,Sat 17 October 2020 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,superb,Seen,seen,seen,seen,not sought
26,raa42,Sat 17 October 2020 ,Christiansburg,Virginia,United States ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not seen,not sought,not sought
27,raa42,Sun 18 October 2020 ,Medan,North Sumatera,Indonesia ,After sunset,partly cloudy,hazy,Seen,seen,not sought,seen,seen
28,raa42,Sun 18 October 2020 ,ديربلوط,سلفيت,Palestine ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
29,raa42,Sun 18 October 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
30,raa42,Sun 18 October 2020 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
31,raa42,Thu 15 October 2020 ,الكويف,تبسة,Algeria ,Before sunrise,clear,hazy,Seen,seen,not sought,not sought,not sought
32,raa42,Thu 15 October 2020 ,Surakarta,Central Java,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,seen,not sought
33,raa42,Thu 15 October 2020 ,طنجة,طنجة,Morocco ,Before sunrise,clear,clear,Seen,seen,seen,not sought,not sought
34,raa42,Thu 15 October 2020 ,ديربلوط,سلفيت,Palestine ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
35,raa42,Thu 15 October 2020 ,المدينة المنورة ,المدينة النبوية ,Saudi Arabia ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
36,raa42,Thu 15 October 2020 ,York,North Yorkshire,United Kingdom ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
37,raa42,Thu 15 October 2020 ,Blacksburg,Virginia,United States ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
38,raa42,Thu 15 October 2020 ,سالم Salem,‏ماساتشوستس Massachusetts,United States ,Before sunrise,clear,clear,Seen,seen,not sought,not sought,not sought
39,raa42,Fri 16 October 2020 ,كوينين,الوادي,Algeria ,Before sunrise,partly cloudy,hazy,Not Seen,not sought,not seen,not sought,not sought
40,raa42,Fri 16 October 2020 ,مدينة عيسى,الجنوبية,Bahrain ,After sunrise,clear,clear,Photographed,not sought,not sought,not sought,seen
41,raa42,Fri 16 October 2020 ,المدينة المنورة ,المدينة المنورة,Bahrain ,Before sunrise,clear,clear,Not Seen,not seen,not seen,not sought,not sought
0,rat42,Sun 15 November 2020 ,كوينين,الوادي,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
1,rat42,Sun 15 November 2020 ,المدية,المدية,Algeria ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
2,rat42,Sun 15 November 2020 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
3,rat42,Sun 15 November 2020 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
4,rat42,Sun 15 November 2020 ,الناظور,الشرق,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not seen,not seen
5,rat42,Sun 15 November 2020 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
6,rat42,Sun 15 November 2020 ,بنسليمان ,بنسليمان,Morocco ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
7,rat42,Sun 15 November 2020 ,تاوريرت, تاوريرت,Morocco ,After sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not sought
8,rat42,Sun 15 November 2020 ,المدينة المنورة,المدينة المنورة,Saudi Arabia ,After sunset,clear,clear,Not Seen,not seen,not seen,not sought,not sought
9,rat42,Mon 16 November 2020 ,المدية,المدية,Algeria ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
10,rat42,Mon 16 November 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
11,rat42,Mon 16 November 2020 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
12,rat42,Mon 16 November 2020 ,Accra,Greater Accra,Ghana ,After sunset,totally cloudy,very hazy,Seen by others,seen,not sought,not sought,not sought
13,rat42,Mon 16 November 2020 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,very hazy,Seen by others,not seen,not seen,not seen,not sought
14,rat42,Mon 16 November 2020 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
15,rat42,Mon 16 November 2020 ,الزرقاء,الزرقاء,Jordan ,After sunset,clear,clear,Seen,seen,not sought,not sought,not sought
16,rat42,Mon 16 November 2020 ,اربد,اربد,Jordan ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
17,rat42,Mon 16 November 2020 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,rat42,Mon 16 November 2020 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
19,rat42,Mon 16 November 2020 ,كاتماندو,باغمتي,Nepal ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
20,rat42,Mon 16 November 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
21,rat42,Mon 16 November 2020 ,الأحساء,الهفوف,Saudi Arabia ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
22,rat42,Mon 16 November 2020 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,clear,clear,Photographed,not sought,not sought,not sought,seen
23,rat42,Mon 16 November 2020 ,Blacksburg,Virginia,United States ,Before sunset,clear,hazy,Seen,seen,seen,not sought,not sought
24,rat42,Sat 14 November 2020 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,hazy,Not Seen,not sought,not sought,not sought,not sought
25,rat42,Sat 14 November 2020 ,Ponorogo,Jawa Timur,Indonesia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
26,rat42,Sat 14 November 2020 ,إربد,إربد,Jordan ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
27,rat42,Sat 14 November 2020 ,الزرقاء,الزرقاء,Jordan ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
28,rat42,Sat 14 November 2020 ,Jasin,Malacca,Malaysia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
29,rat42,Sat 14 November 2020 ,Semenyih,Selangor,Malaysia ,Before sunrise,partly cloudy,clear,Seen,seen,seen,not sought,not sought
30,rat42,Sat 14 November 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
31,rat42,Sat 14 November 2020 ,Blacksburg,Virginia,Saudi Arabia ,Before sunrise,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
0,jua42,Tue 15 December 2020 ,كوينين,الوادي,Algeria ,After sunset,totally cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
1,jua42,Tue 15 December 2020 ,تافيلالت - بني يزجن,غرداية,Algeria ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
2,jua42,Tue 15 December 2020 ,حاسي بحبح,الجلفة ,Algeria ,After sunset,partly cloudy,very hazy,Not Seen,not sought,not sought,not sought,not sought
3,jua42,Tue 15 December 2020 ,عيسى,الجنوبية,Bahrain ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
4,jua42,Tue 15 December 2020 ,Dhaka,Dhaka,Bangladesh ,After sunset,clear,hazy,Not Seen,not seen,not sought,not sought,not sought
5,jua42,Tue 15 December 2020 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not seen,not sought
6,jua42,Tue 15 December 2020 ,Surakarta,Central Java,Indonesia ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not seen,not sought,not sought
7,jua42,Tue 15 December 2020 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,not seen,seen,not sought,not sought
8,jua42,Tue 15 December 2020 ,قم,قم,Iran ,After sunset,partly cloudy,clear,Not Seen,not seen,not seen,not sought,not sought
9,jua42,Tue 15 December 2020 ,"Telok Kemang Observatory, Port Dickson",Negeri Sembilan,Malaysia ,After sunset,totally cloudy,hazy,Not Seen,not seen,not seen,not seen,not seen
10,jua42,Tue 15 December 2020 ,طنجة,طنجة,Morocco ,After sunset,clear,clear,Seen,seen,seen,not sought,not sought
11,jua42,Tue 15 December 2020 ,الناظور,الشرق,Morocco ,After sunset,clear,clear,Seen by others,not seen,not sought,not sought,not sought
12,jua42,Tue 15 December 2020 ,تاوريرت,تاوريرت,Morocco ,After sunset,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
13,jua42,Tue 15 December 2020 ,بنسليمان ,بنسليمان,Morocco ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
14,jua42,Tue 15 December 2020 ,Bauchi,Bauchi,Nigeria ,After sunset,clear,hazy,Seen,seen,not sought,not sought,not sought
15,jua42,Tue 15 December 2020 ,Al-Khoudh,Muscat,Oman ,After sunset,partly cloudy,clear,Seen,not seen,not sought,seen,not sought
16,jua42,Tue 15 December 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
17,jua42,Tue 15 December 2020 ,Zaragoza,Aragón,Spain ,After sunset,partly cloudy,clear,Seen,not seen,seen,not sought,not sought
18,jua42,Tue 15 December 2020 ,Daressalaam,Tanzania,Tanzania ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
19,jua42,Tue 15 December 2020 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,partly cloudy,clear,Photographed,not sought,not sought,not sought,seen
20,jua42,Tue 15 December 2020 ,‏لورنس Lawrence,‏ماساتشوستس Massachusetts,United States ,After sunset,clear,hazy,Seen,seen,seen,seen,not sought
21,jua42,Tue 15 December 2020 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
22,jua42,Sun 13 December 2020 ,Kampong Keriam,Tutong,Brunei Darussalam ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,not sought,seen
23,jua42,Sun 13 December 2020 ,Surakarta,Central Java,Indonesia ,Before sunrise,totally cloudy,very hazy,Not Seen,not seen,not sought,not sought,not sought
24,jua42,Sun 13 December 2020 ,الزرقاء,الزرقاء,Jordan ,Before sunrise,partly cloudy,hazy,Seen,seen,not sought,not sought,not sought
25,jua42,Sun 13 December 2020 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,Before sunrise,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
26,jua42,Sun 13 December 2020 ,Blacksburg,Virginia,United States ,Before sunrise,clear,hazy,Seen,seen,seen,not sought,not sought
27,jua42,Mon 14 December 2020 ,المدينة المنورة ,المدينة المنورة ,United States ,Before sunrise,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
0,jut42,Wed 13 January 2021 ,قمار,الوادي,Algeria ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
1,jut42,Wed 13 January 2021 ,كوينين,الوادي,Algeria ,After sunset,clear,superb,Not Seen,not seen,not seen,not sought,not sought
2,jut42,Wed 13 January 2021 ,حاسي بحبح ,الجلفة ,Algeria ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
3,jut42,Wed 13 January 2021 ,Sydney,NSW,Australia ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
4,jut42,Wed 13 January 2021 ,Sarajevo,Bosna anHercegovina,Bosnia and Herzegovina ,After sunset,partly cloudy,very hazy,Not Seen,not seen,not seen,not sought,not sought
5,jut42,Wed 13 January 2021 ,صفط اللبن,الجيزة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
6,jut42,Wed 13 January 2021 ,Surakarta,Central Java,Indonesia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
7,jut42,Wed 13 January 2021 ,Shahreza,Isfahan,Iran ,After sunset,clear,hazy,Not Seen,not sought,not seen,not sought,not sought
8,jut42,Wed 13 January 2021 ,قم,قم,Iran ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
9,jut42,Wed 13 January 2021 ,تاوريرت, تاوريرت,Morocco ,After sunset,clear,superb,Not Seen,not sought,not sought,not sought,not sought
10,jut42,Wed 13 January 2021 ,الناظور,الشرق,Morocco ,After sunset,clear,clear,Not Seen,not seen,not sought,not sought,not sought
11,jut42,Wed 13 January 2021 ,طنجة,طنجة,Morocco ,After sunset,clear,superb,Not Seen,not seen,not sought,not sought,not sought
12,jut42,Wed 13 January 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not sought,not sought,not sought
13,jut42,Wed 13 January 2021 ,Abu Dhabi,Abu Dhabi,United Arab Emirates ,Before sunset,partly cloudy,clear,Not Seen,not sought,not sought,not sought,not seen
14,jut42,Wed 13 January 2021 ,Blacksburg,Virginia,United States ,After sunset,partly cloudy,clear,Not Seen,not sought,not seen,not sought,not sought
15,jut42,Wed 13 January 2021 ,Tucson,AZ,United States ,After sunset,partly cloudy,hazy,Not Seen,not sought,not sought,not seen,not sought
16,jut42,Thu 14 January 2021 ,الوادي,قمار,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
17,jut42,Thu 14 January 2021 ,حاسي بحبح ,الجلفة,Algeria ,After sunset,clear,superb,Seen,seen,not sought,not sought,not sought
18,jut42,Thu 14 January 2021 ,عيسى,الجنوبية,Bahrain ,Before sunset,clear,superb,Photographed,not sought,not sought,not seen,seen
19,jut42,Thu 14 January 2021 ,عيسى,الجنوبة,Bahrain ,After sunset,partly cloudy,clear,Seen,seen,not sought,not sought,not sought
20,jut42,Thu 14 January 2021 ,Dhaka,Dhaka,Bangladesh ,After sunset,partly cloudy,hazy,Seen by others,seen,not sought,not sought,not sought
21,jut42,Thu 14 January 2021 ,صفط اللبن,الجيزة,Egypt ,After sunset,partly cloudy,clear,Not Seen,not seen,not sought,not sought,not sought
22,jut42,Thu 14 January 2021 ,Tengelic,Tolna,Hungary ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
23,jut42,Thu 14 January 2021 ,Shahreza,Isfahan,Iran ,After sunset,partly cloudy,hazy,Seen,seen,seen,not sought,not sought
24,jut42,Thu 14 January 2021 ,Semenyih,Selangor,Malaysia ,After sunset,totally cloudy,superb,Seen,not seen,not seen,seen,not sought
25,jut42,Thu 14 January 2021 ,طنجة,طنجة,Morocco ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
26,jut42,Thu 14 January 2021 ,Kathmandu,Bagmati,Nepal ,After sunset,totally cloudy,very hazy,Seen by others,not seen,not sought,not sought,not sought
27,jut42,Thu 14 January 2021 ,المدينة المنورة ,المدينة المنورة ,Saudi Arabia ,After sunset,partly cloudy,hazy,Not Seen,not seen,not seen,not sought,not sought
28,jut42,Thu 14 January 2021 ,السويرقيه,مهد الذهب,Saudi Arabia ,Before sunset,partly cloudy,hazy,Photographed,not sought,not sought,not sought,seen
29,jut42,Thu 14 January 2021 ,الهفوف,الأحساء,Saudi Arabia ,After sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
30,jut42,Thu 14 January 2021 ,Blacksburg,Virginia,United States ,Before sunset,partly cloudy,clear,Seen,seen,seen,not sought,not sought
